40, q, 30, 171, 239
71, q, 27, 115, 195
45, K, 5, 189, 359
16, q, 11, 161, 257
95, M, 39, 129, 167
68, A, 21, 197, 256
20, h, 18, 151, 286
22, Q, 25, 149, 253
88, M, 20, 142, 284
23, a, 10, 142, 284
85, f, 9, 200, 160
63, n, 8, 194, 155
7, F, 35, 163, 195
77, C, 11, 129, 206
28, u, 31, 192, 307
23, b, 47, 156, 187
98, l, 37, 119, 130
50, j, 25, 129, 258
63, U, 46, 166, 199
36, c, 30, 104, 93
49, l, 11, 174, 313
14, H, 8, 142, 198
50, z, 46, 175, 262
25, W, 11, 155, 124
34, B, 47, 119, 107
100, L, 16, 120, 120
55, n, 16, 195, 351
59, i, 15, 121, 108
77, O, 32, 193, 308
92, s, 45, 132, 158
30, J, 30, 190, 152
88, H, 40, 124, 186
99, j, 30, 127, 177
57, f, 39, 123, 221
30, P, 29, 110, 154
10, f, 42, 140, 280
15, E, 18, 176, 193
73, y, 7, 102, 81
99, r, 49, 170, 187
22, l, 34, 196, 274
39, R, 19, 104, 83
47, v, 34, 178, 195
74, M, 5, 180, 251
80, W, 39, 187, 168
94, b, 12, 127, 101
15, X, 44, 186, 223
35, l, 14, 200, 280
33, q, 32, 154, 184
99, O, 50, 198, 237
25, X, 7, 185, 185
60, P, 45, 172, 309
49, J, 31, 132, 184
54, O, 38, 200, 360
59, K, 31, 153, 153
80, h, 49, 130, 260
35, B, 49, 174, 156
83, F, 18, 160, 288
46, P, 32, 200, 300
17, k, 26, 102, 163
43, x, 8, 155, 232
98, u, 25, 165, 330
7, e, 6, 110, 132
94, s, 10, 128, 256
9, V, 11, 121, 193
6, h, 15, 173, 207
74, B, 38, 185, 314
93, y, 50, 176, 228
30, z, 22, 191, 191
8, U, 23, 162, 194
48, S, 32, 167, 250
72, p, 42, 180, 288
42, k, 42, 129, 206
15, r, 47, 127, 101
90, c, 23, 116, 150
14, q, 33, 172, 206
16, I, 50, 123, 159
77, G, 9, 131, 131
28, F, 33, 104, 156
2, D, 50, 130, 247
11, P, 29, 112, 224
74, n, 21, 157, 251
68, v, 9, 171, 307
27, s, 41, 187, 243
77, n, 11, 108, 162
68, U, 39, 124, 223
99, A, 17, 160, 256
75, n, 5, 123, 135
58, f, 14, 134, 174
33, w, 38, 173, 276
96, j, 10, 159, 270
9, U, 37, 184, 312
16, R, 44, 104, 166
33, l, 28, 126, 226
57, d, 6, 191, 248
31, f, 17, 182, 364
35, i, 48, 132, 198
8, L, 29, 119, 142
25, p, 18, 192, 364
93, W, 21, 185, 351
77, A, 45, 150, 285
18, Z, 43, 129, 219
44, Q, 31, 193, 212
55, P, 46, 175, 175
30, M, 14, 135, 270
17, h, 29, 193, 289
31, i, 49, 189, 321
94, K, 19, 196, 215
13, i, 47, 121, 121
46, r, 30, 172, 326
32, X, 23, 175, 280
61, c, 11, 135, 202
76, M, 8, 199, 298
91, s, 21, 102, 153
75, D, 25, 185, 240
4, b, 32, 127, 127
33, s, 17, 116, 116
43, J, 21, 189, 245
100, g, 13, 197, 256
82, N, 43, 192, 384
5, G, 9, 196, 176
90, u, 27, 125, 150
75, q, 6, 139, 139
78, P, 9, 165, 198
2, x, 46, 194, 368
49, U, 42, 163, 163
56, S, 43, 169, 135
31, a, 13, 106, 137
54, X, 29, 196, 235
11, Z, 40, 148, 296
96, X, 28, 198, 376
9, W, 14, 191, 286
79, V, 9, 159, 302
16, X, 10, 198, 336
67, L, 37, 139, 208
8, q, 6, 146, 160
66, J, 45, 145, 130
85, O, 46, 180, 324
41, y, 48, 185, 203
25, w, 19, 151, 120
58, r, 12, 173, 138
39, X, 38, 171, 136
12, N, 48, 189, 302
0, k, 38, 195, 273
31, v, 7, 162, 162
2, H, 21, 119, 154
22, z, 30, 118, 177
15, M, 19, 173, 242
87, c, 47, 163, 293
24, H, 22, 117, 105
3, n, 18, 174, 243
39, u, 45, 189, 264
88, V, 30, 198, 356
28, P, 27, 139, 152
85, H, 25, 176, 193
54, Z, 18, 152, 258
31, m, 17, 177, 318
23, e, 44, 168, 336
70, B, 24, 116, 185
79, n, 5, 199, 378
3, r, 28, 127, 114
10, y, 47, 137, 232
74, C, 7, 141, 155
95, R, 17, 131, 131
56, U, 33, 185, 203
34, O, 22, 160, 304
32, I, 9, 154, 138
53, z, 8, 166, 332
78, D, 7, 187, 168
50, c, 34, 131, 222
19, x, 39, 190, 361
6, W, 44, 146, 219
70, q, 37, 173, 346
41, j, 50, 110, 220
40, I, 21, 110, 132
81, l, 14, 154, 261
33, A, 13, 182, 364
14, b, 23, 190, 247
17, z, 19, 144, 129
1, Q, 34, 147, 220
26, g, 5, 104, 135
33, U, 48, 177, 283
82, l, 8, 155, 139
12, N, 23, 103, 185
16, d, 5, 162, 243
95, U, 17, 179, 196
82, t, 45, 198, 356
82, A, 39, 133, 172
32, q, 12, 186, 353
86, u, 44, 158, 284
29, m, 39, 118, 212
62, C, 36, 119, 178
69, e, 11, 169, 253
68, b, 9, 190, 323
81, L, 44, 116, 185
98, G, 26, 143, 286
43, l, 30, 105, 136
60, Z, 31, 103, 144
77, l, 39, 182, 309
62, j, 15, 138, 165
87, p, 34, 145, 130
40, b, 15, 178, 142
33, v, 17, 116, 197
84, V, 29, 115, 230
73, f, 7, 170, 289
37, p, 45, 194, 349
69, O, 34, 166, 215
35, K, 10, 113, 192
56, Q, 10, 117, 163
62, d, 48, 168, 235
18, x, 12, 164, 328
87, S, 10, 153, 183
