10, y, 26, 157, 282
59, g, 38, 169, 321
11, l, 23, 199, 338
70, m, 50, 191, 362
18, I, 47, 119, 226
14, u, 19, 173, 155
99, w, 32, 195, 351
78, C, 44, 162, 226
34, t, 40, 183, 237
83, z, 19, 102, 132
8, K, 26, 170, 204
45, S, 47, 146, 204
53, v, 18, 168, 134
71, M, 19, 156, 265
15, t, 49, 195, 214
66, D, 23, 161, 225
25, K, 7, 200, 180
41, d, 47, 200, 300
50, T, 23, 191, 267
73, R, 7, 171, 273
90, o, 27, 114, 102
97, c, 38, 174, 261
19, I, 26, 170, 323
21, Z, 46, 135, 256
15, F, 12, 198, 178
1, f, 46, 141, 211
77, Y, 49, 137, 205
56, R, 34, 132, 158
36, G, 8, 170, 204
85, S, 8, 103, 103
39, W, 37, 191, 324
20, s, 32, 124, 99
55, h, 32, 129, 206
27, J, 9, 174, 226
58, B, 46, 199, 338
73, L, 30, 118, 188
80, W, 50, 138, 124
29, f, 13, 103, 164
9, c, 37, 107, 117
33, q, 39, 120, 144
60, M, 36, 121, 242
57, N, 44, 136, 204
94, G, 44, 162, 324
22, X, 7, 133, 199
51, r, 20, 118, 106
88, w, 42, 102, 173
82, m, 30, 161, 257
85, b, 45, 117, 198
30, l, 50, 156, 280
6, f, 13, 155, 155
50, W, 50, 107, 171
92, B, 40, 122, 244
44, e, 7, 171, 153
54, y, 39, 143, 157
97, Y, 26, 157, 298
16, i, 46, 123, 196
63, W, 31, 175, 175
94, U, 38, 182, 200
89, X, 36, 191, 152
7, Y, 5, 193, 289
2, Y, 33, 165, 148
15, E, 11, 170, 237
62, E, 38, 110, 132
88, G, 30, 182, 254
98, z, 26, 192, 345
99, t, 12, 191, 210
12, U, 48, 146, 175
59, l, 43, 152, 228
84, g, 18, 170, 340
90, q, 50, 199, 159
42, c, 13, 184, 165
33, B, 19, 182, 145
22, t, 49, 197, 394
71, f, 14, 129, 167
7, R, 16, 115, 126
32, M, 13, 176, 299
26, l, 6, 173, 155
21, F, 24, 107, 214
96, p, 23, 123, 135
91, w, 8, 119, 238
30, P, 43, 125, 100
56, s, 44, 195, 195
59, M, 28, 109, 109
46, m, 41, 100, 100
82, C, 5, 149, 149
10, Y, 48, 166, 132
69, Y, 18, 133, 199
23, T, 34, 113, 90
16, f, 30, 170, 204
93, e, 38, 165, 148
30, z, 39, 131, 157
100, j, 6, 199, 358
51, M, 41, 133, 239
65, N, 32, 200, 400
31, J, 38, 105, 189
79, K, 17, 112, 112
61, U, 23, 197, 197
12, r, 16, 187, 336
79, A, 12, 171, 290
80, Q, 46, 183, 237
99, f, 32, 149, 119
52, X, 7, 180, 162
1, k, 28, 158, 268
32, W, 41, 141, 225
37, Q, 14, 173, 207
22, Z, 32, 189, 283
63, q, 40, 199, 218
20, Y, 19, 106, 106
38, d, 47, 136, 163
22, g, 26, 119, 130
83, r, 44, 146, 233
13, f, 32, 198, 257
18, m, 38, 153, 168
75, w, 41, 179, 322
30, q, 44, 143, 286
84, u, 16, 169, 169
70, r, 49, 105, 84
0, d, 23, 139, 250
91, N, 46, 131, 209
55, Z, 21, 170, 289
26, B, 44, 120, 240
72, q, 17, 116, 104
83, a, 25, 142, 198
