12180.0003815107, 22340.9981551436, 21040.9691180612
7180.00761843103, 22340.9981551437, 21032.462112084
7180.00761843103, 20340.9981551437, 21032.462112084
12180.0003815107, 20340.9981551436, 21040.9691180612
12174.0043735611, 22340.9981551436, 24565.1227904761
12174.0043735611, 20340.9981551436, 24565.1227904761
7174.01161048137, 20340.9981551437, 24556.615784499
7174.01161048137, 22340.9981551437, 24556.615784499
28677.0059676436, 9161.99650438469, 21032.462112084
28677.0059676436, 14161.9892674644, 21023.9551061069
26677.0059676436, 14161.9892674644, 21023.9551061069
26677.0059676436, 9161.99650438469, 21032.462112084
28677.0059676436, 9167.99251233435, 24556.615784499
26677.0059676436, 9167.99251233436, 24556.615784499
26677.0059676436, 14167.985275414, 24548.1087785218
28677.0059676436, 14167.985275414, 24548.1087785218
22799.0078125, 16679.9887710294, 14008.5070059772
22799.0078125, 11679.9960079497, 14000
24799.0078125, 11679.9960079497, 14000
24799.0078125, 16679.9887710294, 14008.5070059772
22799.0078125, 16673.9927630797, 17532.6606783921
24799.0078125, 16673.9927630797, 17532.6606783921
24799.0078125, 11674, 17524.1536724149
22799.0078125, 11674, 17524.1536724149
24515.0094632589, 26502.9943571623, 14000
19515.0167001792, 26502.9943571623, 13991.4929940228
19515.0167001792, 24502.9943571623, 13991.4929940228
24515.0094632589, 24502.9943571623, 14000
24509.0134553093, 26502.9943571623, 17524.1536724149
24509.0134553093, 24502.9943571623, 17524.1536724149
19509.0206922296, 24502.9943571623, 17515.6466664378
19509.0206922296, 26502.9943571623, 17515.6466664378
11336.0078125, 10005.9887710294, 14008.5070059772
11336.0078125, 5005.99600794967, 14000
13336.0078125, 5005.99600794967, 14000
13336.0078125, 10005.9887710294, 14008.5070059772
11336.0078125, 9999.9927630797, 17532.6606783921
13336.0078125, 9999.9927630797, 17532.6606783921
13336.0078125, 5000, 17524.1536724149
11336.0078125, 5000, 17524.1536724149
517.006074428387, 13519.0000000285, 10500
5516.99883750808, 13519.0000000285, 10491.4929940228
5516.99883750808, 15519.0000000285, 10491.4929940228
517.006074428384, 15519.0000000285, 10500
523.002082378051, 13519.0000000285, 14024.1536724149
523.002082378051, 15519.0000000285, 14024.1536724149
5522.99484545774, 15519.0000000285, 14015.6466664378
5522.99484545775, 13519.0000000285, 14015.6466664378
18201.0077251873, 19899.0478447758, 3519.73278310088
18201.0077251873, 26496.9983492411, 3508.50700597717
16201.0077251873, 26496.9983492411, 3508.50700597717
16201.0077251873, 19899.0478447758, 3519.73278310088
18201.0077251873, 19905.0438527255, 7043.88645551581
16201.0077251873, 19905.0438527255, 7043.88645551581
16201.0077251873, 26502.9943571907, 7032.66067839209
18201.0077251873, 26502.9943571907, 7032.66067839209
4644.01331134866, 17905.0000000285, 3517.01401195433
18194.9724902678, 17905.0000000285, 3493.95836043767
18194.9724902678, 19905.0000000285, 3493.95836043767
4644.01331134865, 19905.0000000285, 3517.01401195433
4650.00931929832, 17905.0000000285, 7041.16768436926
4650.00931929832, 19905.0000000285, 7041.16768436926
18200.9684982175, 19905.0000000285, 7018.1120328526
18200.9684982175, 17905.0000000285, 7018.1120328526
11295.000488267, 24846.0055861613, 3508.50700597717
11295.000488267, 29845.998349241, 3500
9295.00048826704, 29845.998349241, 3500
9295.00048826704, 24846.0055861613, 3508.50700597717
11295.000488267, 24852.001594111, 7032.66067839209
9295.00048826704, 24852.001594111, 7032.66067839209
9295.00048826704, 29851.9943571907, 7024.15367241493
11295.000488267, 29851.9943571907, 7024.15367241493
22217.0021390544, 4975.00000002847, 3517.01401195433
17217.0093759747, 4975.00000002849, 3508.50700597717
17217.0093759747, 2.84869656752562E-08, 3508.50700597717
22217.0021390544, 2.84760517388349E-08, 3517.01401195433
22211.0061311047, 4975.00000002847, 7041.16768436926
22211.0061311047, 2.84760517388349E-08, 7041.16768436926
17211.013368025, 2.84869656752562E-08, 7032.66067839209
17211.013368025, 4975.00000002849, 7032.66067839209
6738.00772518731, 14823.0055861614, 8.50700597716664
6738.00772518731, 19822.9983492411, 0
4738.00772518731, 19822.9983492411, 0
4738.00772518731, 14823.0055861614, 8.50700597716664
6738.00772518731, 14829.001594111, 3532.66067839209
4738.00772518731, 14829.001594111, 3532.66067839209
4738.00772518731, 19828.9943571907, 3524.15367241493
6738.00772518731, 19828.9943571907, 3524.15367241493
5022.00607442838, 5000.00000002845, 0
10021.9988375081, 5000.00000002845, -8.50700597716664
10021.9988375081, 7000.00000002845, -8.50700597716664
5022.00607442838, 7000.00000002845, 0
5028.00208237804, 5000.00000002845, 3524.15367241493
5028.00208237804, 7000.00000002845, 3524.15367241493
10027.9948454577, 7000.00000002845, 3515.64666643776
10027.9948454577, 5000.00000002845, 3515.64666643776
0, 25000, 0
5000, 25000, 0
5000, 30000, 0
0, 30000, 0
0, 25000, 24500
0, 30000, 24500
5000, 30000, 24500
5000, 25000, 24500
25000, 0, 0
30000, 0, 0
30000, 5000, 0
25000, 5000, 0
25000, 0, 24500
25000, 5000, 24500
30000, 5000, 24500
30000, 0, 24500
25000, 25000, 0
30000, 25000, 0
30000, 30000, 0
25000, 30000, 0
25000, 25000, 24500
25000, 30000, 24500
30000, 30000, 24500
30000, 25000, 24500
0, 0, 0
5000, 0, 0
5000, 5000, 0
0, 5000, 0
0, 0, 24500
0, 5000, 24500
5000, 5000, 24500
5000, 0, 24500
18201.0077251873, 21497.0055861614, 8.50700597716664
18201.0077251873, 26496.9983492411, 0
16201.0077251873, 26496.9983492411, 0
16201.0077251873, 21497.0055861614, 8.50700597716664
18201.0077251873, 21503.001594111, 3532.66067839209
16201.0077251873, 21503.001594111, 3532.66067839209
16201.0077251873, 26502.9943571907, 3524.15367241493
18201.0077251873, 26502.9943571907, 3524.15367241493
22217.0021390544, 15762, 8.50700597716664
17217.0093759747, 15762, 0
17217.0093759747, 10787, 0
22217.0021390544, 10787, 8.50700597716664
22211.0061311047, 15762, 3532.66067839209
22211.0061311047, 10787, 3532.66067839209
17211.013368025, 10787, 3524.15367241493
17211.013368025, 15762, 3524.15367241493
30022.0060744283, 4943.38042905696, 6961.95694465376
30022.0060744284, 24961.5631460996, 6999.85929225932
28022.0060744284, 24961.5631460996, 6999.85929225932
28022.0060744283, 4943.380429057, 6961.95694465376
30022.0060744283, 4987.81329093553, 10486.2513248094
28022.0060744283, 4987.81329093558, 10486.2513248094
28022.0060744284, 25005.9960079782, 10524.1536724149
30022.0060744284, 25005.9960079781, 10524.1536724149
13732.0021390544, 10370.0000000285, 10565.3213567846
8732.0093759747, 10370.0000000285, 10556.8143508074
8732.00937597469, 5395.0000000285, 10556.8143508074
13732.0021390544, 5395.00000002849, 10565.3213567846
13726.0061311047, 10370.0000000285, 14089.4750291995
13726.0061311047, 5395.00000002849, 14089.4750291995
8726.01336802503, 5395.0000000285, 14080.9680232223
8726.01336802504, 10370.0000000285, 14080.9680232223
11295.000488267, 16427.0055861613, 7032.66067839228
11295.000488267, 21426.998349241, 7024.15367241511
9295.00048826701, 21426.998349241, 7024.15367241511
9295.00048826699, 16427.0055861614, 7032.66067839228
11295.000488267, 16433.001594111, 10556.8143508072
9295.00048826699, 16433.001594111, 10556.8143508072
9295.00048826701, 21432.9943571907, 10548.30734483
11295.000488267, 21432.9943571907, 10548.30734483
23712.722812727, 15577.2887980456, 10506.4953794899
23712.719219971, 22228.203470794, 10497.9883689173
21712.7193983327, 22228.203470794, 10498.8330265312
21712.7229910886, 15577.2887980456, 10507.3400371038
23714.2111652797, 15581.7964538446, 14030.6509556177
21714.2113436414, 15581.7964538446, 14031.4956132316
21714.2077508854, 22232.7111265929, 14022.988602659
23714.2075725238, 22232.7111265929, 14022.1439450451
11902.8206489914, 27930.1910115983, 17550.1105474114
16902.8134120711, 27930.1910115982, 17541.6035414342
16902.8134120711, 29930.1910115982, 17541.6035414342
11902.8206489914, 29930.1910115983, 17550.1105474114
11908.8166569411, 27930.1910115983, 21074.2642198263
11908.8166569411, 29930.1910115983, 21074.2642198263
16908.8094200208, 29930.1910115982, 21065.7572138491
16908.8094200208, 27930.1910115982, 21065.7572138491
419.195491887079, 9203.18542543689, 17479.4068136728
20437.3782089297, 9203.18542543691, 17517.3091612784
20437.3782089298, 11203.1854254369, 17517.3091612784
419.195491887119, 11203.1854254369, 17479.4068136728
463.628353765652, 9203.18542543689, 21003.7011938284
463.628353765692, 11203.1854254369, 21003.7011938285
20481.8110708083, 11203.1854254369, 21041.603541434
20481.8110708083, 9203.1854254369, 21041.603541434
