62, Y, 50, 184, 239
85, z, 46, 101, 202
3, e, 15, 125, 125
100, h, 12, 120, 120
46, a, 28, 106, 190
14, S, 12, 121, 121
35, T, 17, 177, 177
88, p, 8, 163, 163
40, V, 30, 144, 129
86, q, 26, 176, 211
48, a, 36, 127, 190
87, A, 24, 135, 148
73, f, 32, 186, 186
72, g, 27, 139, 111
80, B, 15, 168, 134
50, f, 7, 110, 132
62, v, 38, 119, 166
66, r, 25, 156, 140
38, c, 16, 125, 237
79, K, 20, 165, 181
80, b, 49, 148, 177
19, z, 30, 175, 280
17, d, 23, 105, 126
96, D, 42, 130, 208
75, F, 50, 116, 139
65, e, 28, 182, 236
41, o, 44, 115, 161
9, W, 8, 158, 189
51, N, 22, 106, 159
53, u, 10, 177, 141
0, n, 26, 123, 98
38, F, 9, 139, 111
66, V, 29, 160, 128
100, R, 16, 120, 228
98, W, 30, 126, 239
62, A, 6, 125, 125
63, A, 25, 190, 190
20, H, 18, 120, 192
4, J, 34, 200, 360
35, x, 8, 138, 110
15, E, 17, 124, 148
79, e, 47, 160, 288
34, H, 47, 135, 202
40, j, 10, 166, 132
26, B, 25, 151, 196
24, u, 47, 104, 93
56, O, 17, 135, 270
12, J, 49, 154, 261
86, x, 25, 194, 155
35, i, 45, 180, 251
81, x, 9, 129, 116
64, Z, 31, 115, 103
72, f, 20, 112, 145
68, f, 6, 151, 226
73, j, 49, 183, 219
39, s, 20, 190, 209
8, f, 33, 179, 143
19, X, 16, 160, 272
87, l, 8, 157, 251
26, J, 45, 171, 136
0, d, 20, 169, 169
99, q, 47, 140, 266
86, D, 11, 187, 205
22, B, 39, 150, 180
99, s, 8, 166, 249
21, k, 41, 180, 162
91, l, 24, 135, 148
33, I, 34, 194, 349
45, c, 31, 188, 169
22, V, 30, 151, 181
98, k, 22, 164, 246
65, d, 25, 103, 103
49, W, 44, 171, 307
100, j, 5, 106, 95
54, D, 28, 109, 163
80, T, 40, 105, 84
89, k, 32, 139, 180
72, l, 44, 151, 271
41, P, 48, 176, 264
22, S, 49, 148, 207
73, u, 43, 144, 230
41, d, 21, 134, 120
24, k, 24, 138, 276
82, L, 40, 126, 113
92, F, 27, 165, 313
78, a, 18, 187, 224
85, D, 44, 141, 225
53, r, 7, 191, 286
96, N, 13, 150, 180
88, j, 49, 111, 155
60, H, 19, 132, 171
70, K, 20, 124, 223
81, B, 26, 192, 326
56, H, 42, 117, 152
87, f, 21, 139, 278
93, k, 28, 200, 400
11, D, 34, 159, 143
96, H, 49, 102, 204
74, O, 16, 129, 116
15, u, 35, 100, 160
8, j, 36, 113, 113
97, r, 47, 110, 198
54, R, 47, 186, 186
12, t, 50, 182, 327
95, s, 48, 165, 148
1, v, 7, 181, 235
86, B, 32, 171, 205
67, X, 34, 134, 160
69, Y, 42, 132, 237
23, u, 48, 119, 178
21, r, 28, 151, 151
9, Y, 25, 102, 163
80, e, 30, 172, 309
94, I, 47, 117, 198
68, b, 17, 189, 302
39, n, 7, 126, 239
85, N, 45, 165, 264
87, y, 41, 155, 248
37, v, 13, 190, 152
22, Q, 15, 165, 297
25, B, 36, 106, 116
19, s, 39, 154, 231
37, d, 25, 178, 267
25, v, 27, 130, 208
4, a, 10, 165, 280
76, h, 8, 143, 257
16, v, 39, 160, 304
48, L, 29, 105, 199
15, K, 24, 141, 197
32, g, 43, 138, 248
75, F, 32, 168, 184
26, s, 16, 199, 238
87, m, 12, 106, 116
57, W, 9, 163, 260
33, C, 39, 177, 354
35, b, 32, 104, 124
82, R, 38, 160, 160
97, c, 34, 172, 309
19, J, 24, 120, 180
33, o, 44, 122, 219
